hotel,arrival_date,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,2016-02-20,0,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,60.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-19,0,2,0,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,56.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,1,0,1,2,1,1,BB,PRT,Complementary,Direct,0,0,0,H,H,1,No Deposit,,,0,Transient,0.0,1,2,Check-Out,2016-02-21
Resort Hotel,2016-07-20,0,5,0,1,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,0.0,1,2,Check-Out,2016-07-21
Resort Hotel,2016-02-19,0,1,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,61.0,1,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,2,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,66.0,1,1,Check-Out,2016-02-21
Resort Hotel,2016-02-16,0,20,0,5,3,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,196.0,,0,Transient,30.0,0,1,Check-Out,2016-02-21
Resort Hotel,2016-02-18,0,20,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,1,Check-Out,2016-02-21
Resort Hotel,2016-02-19,0,14,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,55.0,0,1,Check-Out,2016-02-21
Resort Hotel,2016-02-19,0,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,93.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,51.0,1,0,Check-Out,2016-02-21
Resort Hotel,2016-02-17,0,26,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,1,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,7,0,1,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241.0,,0,Transient,72.13,1,2,Check-Out,2016-02-21
Resort Hotel,2016-02-15,0,25,1,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,78.4,0,1,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,3,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,55.0,1,0,Check-Out,2016-02-21
Resort Hotel,2016-02-18,0,9,0,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,81.5,1,1,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,8,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,1,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,60.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-19,0,3,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,45.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,0,0,1,2,0,0,BB,SWE,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-19,0,1,0,2,2,1,0,BB,MEX,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,348.0,,0,Transient,87.6,0,1,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,0,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-19,0,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-17,0,35,0,4,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,43.76,0,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,0,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,51.0,1,0,Check-Out,2016-02-21
Resort Hotel,2016-02-20,0,0,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,46.0,1,0,Check-Out,2016-02-21
Resort Hotel,2016-02-18,0,31,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,1,Check-Out,2016-02-21
Resort Hotel,2016-02-16,0,0,0,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,46.2,1,0,Check-Out,2016-02-21
Resort Hotel,2016-02-17,0,37,1,4,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,56.7,0,0,Check-Out,2016-02-22
Resort Hotel,2016-02-17,0,26,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-02-22
Resort Hotel,2016-02-21,0,0,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-02-22
Resort Hotel,2016-02-22,0,0,0,0,2,0,0,BB,PRT,Online TA,TA/TO,1,0,0,E,I,0,No Deposit,241.0,,0,Transient,0.0,0,1,Check-Out,2016-02-22
Resort Hotel,2016-02-21,0,2,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,3,No Deposit,,113.0,0,Transient,41.0,1,0,Check-Out,2016-02-22
Resort Hotel,2016-05-19,0,3,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,113.0,0,Transient,53.0,1,0,Check-Out,2016-05-21
Resort Hotel,2016-02-20,0,0,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,90.0,0,1,Check-Out,2016-02-22
Resort Hotel,2016-02-15,0,42,2,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,37.4,1,1,Check-Out,2016-02-22
Resort Hotel,2016-02-16,0,0,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,45.5,0,0,Check-Out,2016-02-23
Resort Hotel,2016-02-18,0,68,2,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,69.01,0,1,Check-Out,2016-02-23
Resort Hotel,2016-02-21,0,6,2,0,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-02-23
Resort Hotel,2016-02-22,0,5,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,34.4,0,0,Check-Out,2016-02-23
Resort Hotel,2017-02-23,0,7,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,314.0,,0,Group,48.96,0,0,Check-Out,2017-02-24
Resort Hotel,2016-01-28,0,0,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,1,0,Check-Out,2016-01-29
Resort Hotel,2016-02-20,0,5,2,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,,0,Transient,45.0,1,0,Check-Out,2016-02-23
Resort Hotel,2016-03-15,0,4,0,2,1,0,0,BB,PRT,Direct,Corporate,1,0,2,A,D,0,No Deposit,,,0,Transient,40.0,1,0,Check-Out,2016-03-17
Resort Hotel,2016-02-19,0,8,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95.0,,0,Transient,46.5,0,0,Check-Out,2016-02-23
Resort Hotel,2016-02-22,0,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,,0,Transient,61.0,0,0,Check-Out,2016-02-23
Resort Hotel,2016-02-22,0,0,1,0,1,0,0,BB,DEU,Complementary,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-02-23
Resort Hotel,2016-02-22,0,0,1,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-02-23
Resort Hotel,2016-02-20,0,29,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,2,Check-Out,2016-02-23
Resort Hotel,2016-02-20,0,3,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-23
Resort Hotel,2016-02-21,0,29,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-02-23
Resort Hotel,2016-02-22,0,0,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-02-23
Resort Hotel,2016-02-24,0,2,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2016-02-24
Resort Hotel,2016-02-17,0,9,2,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,26.1,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,0,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-02-24
Resort Hotel,2016-10-19,0,0,0,1,1,0,0,BB,ESP,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240.0,,0,Transient,66.0,0,1,Check-Out,2016-10-20
Resort Hotel,2016-02-23,0,0,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,34.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-03-23,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,53.0,0,0,Check-Out,2016-03-24
Resort Hotel,2016-02-22,0,0,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-02-24
Resort Hotel,2016-02-14,0,16,4,6,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,57.64,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,0,0,1,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,0,0,1,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,1,0,Check-Out,2016-02-24
Resort Hotel,2016-02-19,0,31,2,3,3,0,0,HB,POL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,76.38,0,2,Check-Out,2016-02-24
Resort Hotel,2016-02-22,0,24,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,36.96,0,2,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,47.0,,0,Transient,30.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,39,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,,0,Transient,38.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-12-10,0,2,0,1,2,1,0,BB,PRT,Online TA,Direct,1,0,1,A,D,1,No Deposit,240.0,,0,Transient,82.5,0,1,Check-Out,2016-12-11
Resort Hotel,2016-02-22,0,13,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,90.0,0,1,Check-Out,2016-02-24
Resort Hotel,2016-02-07,0,27,6,11,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,241.0,,0,Transient,61.6,0,1,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-26,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-27
Resort Hotel,2016-02-22,0,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-02-24
Resort Hotel,2016-02-22,0,0,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,51.0,1,1,Check-Out,2016-02-24
Resort Hotel,2016-03-29,0,2,0,3,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,E,E,0,No Deposit,240.0,,0,Transient,83.0,1,1,Check-Out,2016-04-01
Resort Hotel,2016-02-23,0,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-23,0,1,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-24,0,0,0,1,2,0,0,BB,FRA,Direct,Direct,1,0,0,E,E,1,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-21,0,13,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,29.0,0,0,Check-Out,2016-02-24
Resort Hotel,2016-02-20,0,36,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,2,Check-Out,2016-02-25
Resort Hotel,2016-02-22,0,20,1,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,115.0,,0,Transient,36.1,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-18,0,29,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,95.0,,0,Transient,30.43,0,1,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-03-23,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-03-24
Resort Hotel,2016-02-20,0,28,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0,Transient,40.5,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-22,0,0,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,1,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,15.0,,0,Transient,25.0,1,0,Check-Out,2016-02-25
Resort Hotel,2016-02-23,0,0,0,2,1,0,0,BB,PRT,Complementary,TA/TO,0,0,0,E,E,0,No Deposit,15.0,,0,Transient,0.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,6,0,1,1,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,6,0,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,1,Check-Out,2016-02-25
Resort Hotel,2016-02-20,0,0,2,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-02-25
Resort Hotel,2016-02-22,0,14,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,26.1,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-22,0,0,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,60.0,0,2,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,0,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,36.96,0,1,Check-Out,2016-02-25
Resort Hotel,2016-02-25,0,10,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Group,58.0,0,1,Check-Out,2016-02-29
Resort Hotel,2016-02-24,0,0,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,241.0,,0,Transient,36.96,1,1,Check-Out,2016-02-25
Resort Hotel,2016-02-21,0,6,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,,0,Transient,47.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,12,0,1,2,0,1,BB,ARG,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196.0,,0,Transient,36.0,1,1,Check-Out,2016-02-25
Resort Hotel,2016-02-24,0,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-22,0,14,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,28.1,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-25,0,3,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240.0,,0,Transient,0.0,0,2,Check-Out,2016-02-25
Resort Hotel,2016-02-25,0,0,0,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,0,A,E,0,No Deposit,,287.0,0,Transient,0.0,0,0,Check-Out,2016-02-25
Resort Hotel,2016-02-25,0,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,192.0,0,Transient,33.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,1,0,Check-Out,2016-02-26
Resort Hotel,2016-03-15,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,46.0,1,0,Check-Out,2016-03-16
Resort Hotel,2017-02-08,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,2,A,D,0,No Deposit,,,0,Transient,50.0,1,0,Check-Out,2017-02-09
Resort Hotel,2017-02-21,0,0,0,1,1,0,0,BB,PRT,Corporate,Direct,1,0,3,A,A,0,No Deposit,,255.0,0,Transient,38.5,1,0,Check-Out,2017-02-22
Resort Hotel,2016-02-25,0,0,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,1,0,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-04-28,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,,0,Transient,50.4,1,0,Check-Out,2016-04-29
Resort Hotel,2016-12-13,0,0,0,1,1,0,0,BB,PRT,Online TA,Direct,1,0,2,A,A,0,No Deposit,240.0,,0,Transient,43.0,1,0,Check-Out,2016-12-14
Resort Hotel,2017-02-15,0,0,0,1,1,0,0,BB,PRT,Online TA,Direct,1,0,3,A,D,1,No Deposit,240.0,,0,Transient,60.0,0,0,Check-Out,2017-02-16
Resort Hotel,2016-02-22,0,0,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,46.5,1,0,Check-Out,2016-02-26
Resort Hotel,2016-03-11,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,,,0,Transient,50.0,1,0,Check-Out,2016-03-12
Resort Hotel,2016-02-24,0,42,0,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,76.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-23,0,0,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,34.4,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-21,0,19,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.0,1,0,Check-Out,2016-02-26
Resort Hotel,2016-02-23,0,0,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,34.4,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-29,0,0,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,5.0,,0,Transient,34.4,0,1,Check-Out,2016-03-04
Resort Hotel,2016-02-25,0,2,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-22,0,0,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,34.4,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-21,0,32,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0,Transient,40.5,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,0,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,127.0,,0,Transient,34.4,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-24,0,35,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,86.0,0,Transient,38.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,92.0,0,Transient,30.0,0,0,Check-Out,2016-02-26
Resort Hotel,2017-04-06,0,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,511.0,0,Transient,45.0,0,0,Check-Out,2017-04-07
Resort Hotel,2016-02-25,0,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,92.0,0,Transient,30.0,1,0,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,0,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-02-22,0,5,1,3,2,1,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,87.0,1,1,Check-Out,2016-02-26
Resort Hotel,2016-02-25,0,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,82.0,0,Transient,30.0,0,0,Check-Out,2016-02-26
Resort Hotel,2017-03-13,0,4,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,82.0,0,Transient,35.0,0,0,Check-Out,2017-03-14
Resort Hotel,2016-02-25,0,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,36.96,0,1,Check-Out,2016-02-26
Resort Hotel,2016-02-18,0,8,2,6,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,241.0,,0,Transient,75.26,1,2,Check-Out,2016-02-26
Resort Hotel,2016-02-23,0,0,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,384.0,0,Transient-Party,30.0,0,0,Check-Out,2016-02-26
Resort Hotel,2016-04-05,0,0,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,384.0,,0,Transient,42.0,0,0,Check-Out,2016-04-06
Resort Hotel,2016-04-11,0,0,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,2,No Deposit,,384.0,0,Transient-Party,42.0,0,0,Check-Out,2016-04-13
